Gene	Chromosome	TSS	Strand	DistanceTSStoORF
CTS2	chr4	1198743	+	56
FRQ1	chr4	1202100	+	45
WIP1	chr4	1204122	+	21
ARH1	chr4	1206145	+	63
ATP17	chr4	1207930	+	67
RGA2	chr4	1209488	+	65
YRA1	chr4	1215861	+	83
RPP2B	chr4	1218795	+	81
EFT2	chr4	1222561	+	53
MUS81	chr4	1225456	+	11
RVS167	chr4	1229518	+	51
SAC7	chr4	1231398	+	522
SPT3	chr4	1238050	+	29
SHE9	chr4	1239258	+	26
RPT3	chr4	1240960	+	104
SXM1	chr4	1242587	+	120
UTP5	chr4	1246779	+	75
HPT1	chr4	1249382	+	69
URH1	chr4	1250426	+	20
DIT1	chr4	1254761	+	-776
MRP20	chr4	1256976	+	53
PDR15	chr4	1258463	+	130
SIZ1	chr4	1268750	+	39
RRP17	chr4	1274051	+	25
SYF1	chr4	1277752	+	63
RPL12B	chr4	1280965	+	34
RAD30	chr4	1282539	+	18
HKR1	chr4	1285368	+	281
ARO80	chr4	1291164	+	90
SNX41	chr4	1299228	+	50
RPN9	chr4	1301387	+	32
NPL3	chr4	1307969	+	28
GPI17	chr4	1310355	+	96
PPZ2	chr4	1313782	+	253
GPI19	chr4	1316499	+	67
LRS4	chr4	1318814	+	76
DOT1	chr4	1321620	+	87
YDR444W	chr4	1329419	+	85
ADA2	chr4	1335243	+	36
RPS18A	chr4	1339085	+	27
PPN1	chr4	1341917	+	150
NHX1	chr4	1346631	+	43
TOM1	chr4	1348865	+	114
TFB3	chr4	1362872	+	128
MFA1	chr4	1364337	+	28
MRPL28	chr4	1365208	+	54
STP1	chr4	1365960	+	45
SPP41	chr4	1367957	+	104
PKH3	chr4	1374196	+	114
SDC1	chr4	1378189	+	15
RPL27B	chr4	1380937	+	22
TRS31	chr4	1382472	+	39
SNF1	chr4	1391281	+	281
SNM1	chr4	1393727	+	37
DIG2	chr4	1396543	+	45
KRE2	chr4	1400320	+	26
VPS52	chr4	1401923	+	29
SLD5	chr4	1410183	+	18
IZH1	chr4	1413959	+	154
MZM1	chr4	1415305	+	101
RSM28	chr4	1416086	+	33
LCD1	chr4	1427026	+	-7
SMT3	chr4	1448504	+	85
SDH7	chr4	1449181	+	25
GRX2	chr4	1450184	+	22
SLF1	chr4	1452391	+	227
GRH1	chr4	1456355	+	73
EUG1	chr4	1457772	+	25
FPR2	chr4	1459569	+	45
SNA2	chr4	1469750	+	28
RBA50	chr4	1470263	+	12
HLR1	chr4	1473443	+	320
CAB1	chr4	1477357	+	50
STL1	chr4	1486965	+	30
FDC1	chr4	1491052	+	32
SOR2	chr4	8964	-	-678
AAD4	chr4	18771	-	319
GUD1	chr4	30359	-	21
YPD1	chr4	33925	-	123
GYP7	chr4	36504	-	143
BRE4	chr4	42239	-	111
HO	chr4	47947	-	39
GCS1	chr4	52077	-	27
WHI4	chr4	56587	-	364
HBT1	chr4	60790	-	508
FMP45	chr4	61780	-	102
CDC13	chr4	64915	-	20
TIM22	chr4	68643	-	160
RRI1	chr4	70206	-	10
GDH2	chr4	73841	-	46
PRR2	chr4	76549	-	127
NOP6	chr4	77862	-	19
YDL211C	chr4	80358	-	69
CWC2	chr4	87128	-	25
HEM3	chr4	93812	-	206
ACK1	chr4	97992	-	177
MGT1	chr4	100965	-	36
YDL199C	chr4	103284	-	69
GGC1	chr4	104527	-	114
ASF2	chr4	106735	-	379
UFD2	chr4	121649	-	195
PPH22	chr4	125042	-	182
YDL183C	chr4	131743	-	66
YDL177C	chr4	141621	-	64
AIR2	chr4	145381	-	27
DLD1	chr4	147453	-	28
GLT1	chr4	155488	-	12
UGX2	chr4	158571	-	0
NRP1	chr4	163039	-	46
FAP7	chr4	163926	-	45
CDC9	chr4	167145	-	51
MHF2	chr4	169476	-	28
DHH1	chr4	172024	-	284
YDL157C	chr4	174416	-	18
SAS10	chr4	182865	-	37
NOP14	chr4	190426	-	30
COP1	chr4	198152	-	262
YDL144C	chr4	199481	-	35
CRD1	chr4	202349	-	65
RPO21	chr4	210818	-	543
SCM3	chr4	211788	-	28
RDI1	chr4	219040	-	45
PPH21	chr4	220979	-	501
CDC48	chr4	238411	-	44
HNT1	chr4	239289	-	-20
EXP1	chr4	245311	-	26
HEM25	chr4	247367	-	52
IWR1	chr4	254871	-	42
ATG20	chr4	258328	-	70
RRP42	chr4	263882	-	69
TMA17	chr4	264724	-	57
PHO2	chr4	271666	-	64
QRI7	chr4	274594	-	31
QRI1	chr4	276330	-	63
DUN1	chr4	281566	-	32
GET3	chr4	282898	-	36
SNU23	chr4	284874	-	10
RPN6	chr4	286430	-	32
UBX3	chr4	294555	-	94
RAM1	chr4	296060	-	29
ASM4	chr4	299643	-	-64
LUC7	chr4	300719	-	16
YDL085C-A	chr4	302433	-	59
RPS16B	chr4	307523	-	30
RPP1A	chr4	309892	-	66
THI3	chr4	312360	-	185
MRK1	chr4	314500	-	48
MDH3	chr4	316164	-	72
VAM6	chr4	320011	-	187
BRE1	chr4	325925	-	72
YET3	chr4	330214	-	63
CBS1	chr4	333647	-	133
COX9	chr4	334146	-	46
PEX19	chr4	336992	-	19
SYO1	chr4	339931	-	101
RPS29B	chr4	340935	-	441
RAD59	chr4	344692	-	41
PSA1	chr4	356606	-	149
MCH1	chr4	361063	-	78
PBP4	chr4	362154	-	198
SLC1	chr4	363319	-	36
KNH1	chr4	365625	-	51
STP4	chr4	367961	-	50
FAD1	chr4	373426	-	136
MTF2	chr4	374996	-	25
PRP11	chr4	376209	-	47
SIR2	chr4	378187	-	60
NAT1	chr4	381147	-	27
BSC1	chr4	385456	-	187
PUS9	chr4	388592	-	9
GPR1	chr4	392013	-	286
SLM3	chr4	393621	-	39
MPS1	chr4	403085	-	124
MRX9	chr4	404674	-	46
RTK1	chr4	407073	-	196
DIA3	chr4	409539	-	11
RPN4	chr4	416623	-	244
OSH2	chr4	421398	-	213
ERP3	chr4	423241	-	60
TSC13	chr4	426658	-	53
YDL012C	chr4	431205	-	17
MED2	chr4	442013	-	40
NHP10	chr4	447282	-	40
NTH1	chr4	452346	-	207
MAF1	chr4	457884	-	117
SOK1	chr4	461007	-	96
DAD1	chr4	478458	-	36
KCS1	chr4	481945	-	14
YDR018C	chr4	483547	-	29
GCV1	chr4	485040	-	17
DAS2	chr4	486205	-	103
ATG31	chr4	488328	-	8
NSI1	chr4	494076	-	150
VPS54	chr4	497088	-	112
REG1	chr4	501005	-	468
RAD28	chr4	502939	-	8
PST2	chr4	504412	-	59
LYS14	chr4	511731	-	-35
NRG1	chr4	529932	-	197
RPC11	chr4	534708	-	155
BAP3	chr4	536900	-	90
TPI1	chr4	542730	-	30
DET1	chr4	544334	-	46
DBF4	chr4	547008	-	154
CDC34	chr4	548698	-	146
EMC10	chr4	551919	-	58
TGL2	chr4	554957	-	33
UBC5	chr4	556009	-	19
RTR2	chr4	568858	-	141
OCA6	chr4	569718	-	35
DOA4	chr4	574024	-	63
FMP16	chr4	574667	-	60
PAA1	chr4	575697	-	67
IPT1	chr4	577698	-	126
SHU2	chr4	589128	-	31
TFB5	chr4	590066	-	27
PDC2	chr4	596395	-	87
TVP23	chr4	600257	-	26
AFR1	chr4	602437	-	60
SSS1	chr4	603439	-	42
RRP1	chr4	604565	-	37
SLU7	chr4	606052	-	184
ILT1	chr4	612262	-	43
RLI1	chr4	614827	-	72
MSH6	chr4	630006	-	91
GRX3	chr4	631047	-	38
ARX1	chr4	637295	-	27
SPO71	chr4	644757	-	49
TMS1	chr4	646617	-	51
TMN2	chr4	650509	-	27
YDR109C	chr4	655107	-	-9
ALT2	chr4	659196	-	8
PDS1	chr4	661125	-	85
MRPL1	chr4	663041	-	35
TMA64	chr4	665107	-	38
TRM1	chr4	672662	-	-27
INO2	chr4	678943	-	40
ECM18	chr4	682127	-	-50
SAC6	chr4	694845	-	46
FIN1	chr4	696070	-	28
YDR132C	chr4	699839	-	121
YCF1	chr4	707008	-	43
RUB1	chr4	713365	-	26
DOP1	chr4	719460	-	48
PEX7	chr4	721163	-	148
SAN1	chr4	723435	-	146
MKC7	chr4	725656	-	140
SWI5	chr4	730342	-	171
KGD2	chr4	734602	-	107
CTH1	chr4	746740	-	91
ENT5	chr4	749610	-	138
CPR1	chr4	750538	-	37
NBP2	chr4	762706	-	135
SEC1	chr4	765731	-	42
SEC5	chr4	770768	-	73
STB3	chr4	775727	-	366
SEC7	chr4	783899	-	218
ARG82	chr4	791306	-	38
RSM24	chr4	793828	-	47
CSN9	chr4	798814	-	-5
SAS4	chr4	807019	-	40
ATC1	chr4	811192	-	29
UPS3	chr4	812227	-	103
SND1	chr4	815197	-	54
RVB1	chr4	821705	-	61
NUP42	chr4	824583	-	73
MSS116	chr4	827618	-	23
CAB5	chr4	830648	-	0
RKM2	chr4	833660	-	39
VPS64	chr4	835807	-	65
RAV2	chr4	837633	-	31
UME6	chr4	847260	-	89
RAD9	chr4	883137	-	57
MFB1	chr4	886687	-	235
HTB1	chr4	894337	-	34
PCF11	chr4	904095	-	708
COX20	chr4	906507	-	16
RTN1	chr4	909997	-	59
FMN1	chr4	915498	-	25
SEC26	chr4	920430	-	33
YDR239C	chr4	923026	-	25
SNU56	chr4	924753	-	20
PRP28	chr4	929894	-	29
YDR248C	chr4	937978	-	58
YDR249C	chr4	939423	-	40
MET32	chr4	944305	-	159
RMD5	chr4	947440	-	45
CTA1	chr4	949298	-	45
RKM4	chr4	951051	-	4
HSP78	chr4	953841	-	25
YAP6	chr4	955567	-	212
SWM1	chr4	956839	-	37
EXG2	chr4	958835	-	53
AKR1	chr4	977832	-	106
HEL2	chr4	981642	-	216
CIA1	chr4	982974	-	69
PMP3	chr4	993087	-	41
MTH1	chr4	995263	-	158
PHM6	chr4	1001770	-	46
MRX10	chr4	1004165	-	7
GCN2	chr4	1009677	-	225
DPP1	chr4	1011103	-	281
MGP12	chr4	1014993	-	15
RTT103	chr4	1018947	-	35
SRP101	chr4	1024546	-	132
DPL1	chr4	1031664	-	33
HDA2	chr4	1034313	-	263
ATP5	chr4	1038335	-	118
PRO1	chr4	1042226	-	32
RSC3	chr4	1050901	-	112
CPR5	chr4	1051989	-	29
HNT2	chr4	1052883	-	-8
YDR306C	chr4	1054629	-	55
SRB7	chr4	1057893	-	41
GIC2	chr4	1059642	-	50
PIB1	chr4	1069491	-	19
RAD34	chr4	1071942	-	38
IPK1	chr4	1072977	-	-2
YFT2	chr4	1085266	-	47
SWA2	chr4	1087518	-	25
DAD4	chr4	1087913	-	23
TIM11	chr4	1091726	-	41
PEP7	chr4	1093449	-	30
UTP4	chr4	1096108	-	-47
YSP2	chr4	1104503	-	186
SKP1	chr4	1105477	-	67
PEX3	chr4	1107009	-	22
RQC1	chr4	1114857	-	34
YDR338C	chr4	1128917	-	59
FCF1	chr4	1129947	-	35
YDR341C	chr4	1133040	-	21
HXT7	chr4	1135407	-	86
HXT6	chr4	1140815	-	102
HXT3	chr4	1144085	-	32
SVF1	chr4	1148209	-	157
PAL1	chr4	1151411	-	193
YPS7	chr4	1153665	-	96
ATP22	chr4	1157595	-	28
CNL1	chr4	1168945	-	-9
EAF1	chr4	1174559	-	288
BCP1	chr4	1175691	-	41
TFC6	chr4	1178194	-	110
CDC40	chr4	1183620	-	23
ESF1	chr4	1185834	-	64
XRS2	chr4	1196989	-	23
DXO1	chr4	1198506	-	10
VPS74	chr4	1201809	-	274
BCS1	chr4	1205938	-	16
LSM6	chr4	1209013	-	18
SDH6	chr4	1212925	-	22
COI1	chr4	1218237	-	1
NKP1	chr4	1220079	-	19
ATO3	chr4	1221484	-	69
CIN10	chr4	1229307	-	103
UBA2	chr4	1236259	-	29
YDR391C	chr4	1237450	-	11
NCB2	chr4	1246335	-	54
RPB7	chr4	1256744	-	192
TRS120	chr4	1267401	-	80
ADE8	chr4	1268288	-	46
STE14	chr4	1272544	-	70
DFM1	chr4	1273827	-	50
ERD1	chr4	1276266	-	197
YDR415C	chr4	1277588	-	44
SIP1	chr4	1297043	-	56
CAD1	chr4	1298448	-	-41
DYN2	chr4	1299091	-	36
BNA7	chr4	1303481	-	28
TIF35	chr4	1304532	-	17
CYM1	chr4	1307766	-	82
PPM1	chr4	1313195	-	12
APT2	chr4	1324425	-	149
SSN2	chr4	1329205	-	53
RPS17B	chr4	1334795	-	28
UTP6	chr4	1338120	-	29
YHP1	chr4	1341432	-	62
TSA2	chr4	1344919	-	68
GUK1	chr4	1346032	-	16
HEH2	chr4	1361269	-	34
PFA5	chr4	1362728	-	96
CMI8	chr4	1364973	-	18
RMT2	chr4	1373825	-	62
TLG1	chr4	1377983	-	94
UGO1	chr4	1380494	-	91
PRP3	chr4	1385111	-	68
JIP4	chr4	1389388	-	105
YDR476C	chr4	1390334	-	18
PEX29	chr4	1396111	-	48
PHO8	chr4	1399494	-	55
CWC21	chr4	1400092	-	65
VPS72	chr4	1406417	-	21
VPS60	chr4	1407318	-	9
RIB3	chr4	1408248	-	79
PAC11	chr4	1409971	-	-7
PKH1	chr4	1413542	-	85
VPS3	chr4	1420396	-	57
PUF6	chr4	1422614	-	22
ITR1	chr4	1424731	-	75
SEC20	chr4	1426221	-	38
RPL37B	chr4	1430064	-	22
SAM2	chr4	1433701	-	48
LPP1	chr4	1435105	-	50
PSP1	chr4	1438564	-	155
GIN4	chr4	1445094	-	119
GNP1	chr4	1447677	-	44
EMI1	chr4	1449983	-	-269
YDR514C	chr4	1452249	-	61
EMI2	chr4	1455721	-	56
URC2	chr4	1462675	-	83
AGE1	chr4	1468242	-	67
YDR524C-B	chr4	1469026	-	45
QCR7	chr4	1475754	-	31
APA2	chr4	1477146	-	203
KRE28	chr4	1479734	-	6
HSP31	chr4	1481375	-	39
YDR541C	chr4	1499928	-	236
RMD6	chr5	14990	+	34
DLD3	chr5	17325	+	13
DSF1	chr5	20499	+	73
HPA3	chr5	27661	+	-14
SIT1	chr5	28617	+	20
NPR2	chr5	35376	+	13
PCM1	chr5	44201	+	31
HAT2	chr5	48104	+	44
AFG1	chr5	57515	+	36
VMA8	chr5	59308	+	50
PAU2	chr5	64684	+	18
IES6	chr5	70711	+	6
YEL043W	chr5	71395	+	46
GDA1	chr5	74591	+	144
YEF1	chr5	76801	+	107
UTR2	chr5	79001	+	16
UTR4	chr5	81406	+	19
HYP2	chr5	86559	+	53
MCM3	chr5	87807	+	51
SPF1	chr5	91143	+	36
VMA3	chr5	101619	+	63
SNU13	chr5	102767	+	90
RIP1	chr5	108091	+	83
GEA2	chr5	112268	+	67
URA3	chr5	117047	+	33
TIM9	chr5	118063	+	61
EAF5	chr5	122364	+	20
GTT3	chr5	124529	+	41
EDC3	chr5	127503	+	39
VAC8	chr5	129489	+	249
UBC8	chr5	132590	+	95
GLC3	chr5	134000	+	31
MIT1	chr5	142551	+	252
YEA6	chr5	145172	+	57
YEA4	chr5	147796	+	57
GIM4	chr5	149059	+	19
MNN1	chr5	154373	+	49
NOP16	chr5	157656	+	49
FMP52	chr5	160474	+	8
YND1	chr5	161411	+	41
NUG1	chr5	163586	+	39
NTF2	chr5	172983	+	34
TIR1	chr5	176096	+	54
PRE1	chr5	178676	+	61
PRP22	chr5	179725	+	18
HEM14	chr5	183471	+	31
FAA2	chr5	185421	+	22
BIM1	chr5	189156	+	12
ISC1	chr5	193737	+	-49
GPA2	chr5	195992	+	67
RPN3	chr5	197800	+	15
SRB4	chr5	199645	+	36
PRO3	chr5	201909	+	36
YAT2	chr5	203041	+	20
GCD11	chr5	206075	+	45
CHZ1	chr5	214298	+	8
FIR1	chr5	215853	+	79
YER034W	chr5	222700	+	13
EDC2	chr5	223431	+	75
PHM8	chr5	226715	+	50
GLN3	chr5	230589	+	82
YEN1	chr5	233252	+	82
MXR1	chr5	235753	+	57
SPO73	chr5	244103	+	-63
ISD11	chr5	251169	+	81
TPA1	chr5	252241	+	18
JHD1	chr5	255173	+	16
PET117	chr5	272258	+	23
PCL6	chr5	272976	+	161
FCY21	chr5	274938	+	139
THO1	chr5	282159	+	56
RGI1	chr5	292472	+	76
MOT2	chr5	293441	+	91
ARG5,6	chr5	295818	+	73
RNR1	chr5	299391	+	39
VTC1	chr5	303181	+	108
ALD5	chr5	304430	+	78
RPS24A	chr5	306732	+	52
YOS1	chr5	308085	+	29
YER079W	chr5	319639	+	79
AIM9	chr5	320715	+	45
SER3	chr5	323466	+	18
YER084W	chr5	328045	+	-179
ILV1	chr5	329238	+	39
AIM10	chr5	331340	+	38
TRP2	chr5	338676	+	71
IES5	chr5	343613	+	39
RAD51	chr5	350731	+	44
SHC1	chr5	352393	+	90
UBP9	chr5	356039	+	179
UBC6	chr5	360231	+	81
RPS8B	chr5	363467	+	377
SSA4	chr5	365279	+	54
RTT105	chr5	367530	+	18
LSM4	chr5	387847	+	88
RPL23B	chr5	397442	+	28
SCS2	chr5	401801	+	34
YER121W	chr5	403045	+	30
YCK3	chr5	405317	+	188
RSP5	chr5	410380	+	503
VFA1	chr5	416402	+	28
SAK1	chr5	417334	+	518
RPS26B	chr5	424063	+	415
GLC7	chr5	432613	+	69
GDI1	chr5	439680	+	121
EMP65	chr5	445770	+	51
COX15	chr5	447683	+	32
DDI1	chr5	450505	+	70
LSM5	chr5	456800	+	41
SPT15	chr5	459370	+	189
SPI1	chr5	462591	+	35
OXA1	chr5	469272	+	4
CHD1	chr5	499211	+	302
PAB1	chr5	504352	+	142
DNF1	chr5	506565	+	300
RPH1	chr5	517249	+	235
ADK2	chr5	520066	+	23
RAD24	chr5	530385	+	30
ECM32	chr5	535544	+	42
BMH1	chr5	539461	+	39
PDA1	chr5	540678	+	28
FMP10	chr5	546379	+	35
YER187W	chr5	559439	+	676
YER188W	chr5	561918	+	7
YEL073C	chr5	8870	-	13
HXT13	chr5	24256	-	46
YEL068C	chr5	26969	-	11
YEL067C	chr5	27445	-	-311
AVT2	chr5	32248	-	29
CAN1	chr5	34493	-	47
CIN8	chr5	40640	-	123
PRB1	chr5	42985	-	55
SOM1	chr5	43679	-	77
SDD1	chr5	46778	-	77
POL5	chr5	52574	-	55
RPL12A	chr5	54225	-	27
MAK10	chr5	57150	-	68
RML2	chr5	61876	-	51
TCA17	chr5	66162	-	21
FRD1	chr5	67769	-	14
GLY1	chr5	69852	-	102
CYC7	chr5	81027	-	89
RAD23	chr5	83727	-	185
ANP1	chr5	85633	-	145
BUD16	chr5	98782	-	65
YEL025C	chr5	107101	-	40
YEL023C	chr5	112026	-	560
PXP1	chr5	121280	-	68
PMP2	chr5	123890	-	48
NPP2	chr5	127314	-	183
GCN4	chr5	140427	-	-247
VAB2	chr5	147671	-	14
WBP1	chr5	150966	-	50
IRC22	chr5	151919	-	39
PMI40	chr5	160064	-	44
TMA20	chr5	167827	-	40
SEC3	chr5	172772	-	52
YER010C	chr5	174269	-	29
AFG3	chr5	192760	-	81
SPC25	chr5	193570	-	55
SBH2	chr5	195483	-	53
CHO1	chr5	209378	-	35
GAL83	chr5	211190	-	89
MIG3	chr5	212774	-	29
SMB1	chr5	214112	-	66
YPT31	chr5	215650	-	34
ARB1	chr5	226103	-	33
KRE29	chr5	229138	-	10
HVG1	chr5	230374	-	293
SAH1	chr5	238016	-	24
ERG28	chr5	238929	-	39
SAP1	chr5	247554	-	199
CAJ1	chr5	249077	-	67
RSM18	chr5	254986	-	67
HOM3	chr5	258563	-	82
PIC2	chr5	260261	-	98
YER053C-A	chr5	261630	-	50
GIP2	chr5	264648	-	429
HIS1	chr5	266410	-	103
FCY2	chr5	268722	-	87
RPL34A	chr5	270719	-	20
HMF1	chr5	271682	-	43
CEM1	chr5	280174	-	40
GPP2	chr5	281250	-	60
VHR2	chr5	284817	-	90
ICL1	chr5	287451	-	50
TDA2	chr5	302819	-	9
PTP3	chr5	311803	-	144
YER076C	chr5	314439	-	144
MRX1	chr5	317346	-	-53
ICP55	chr5	319339	-	199
UTP7	chr5	326796	-	63
GET2	chr5	327850	-	18
SBH1	chr5	333672	-	40
DOT6	chr5	336118	-	130
PTC2	chr5	338451	-	311
MET6	chr5	343033	-	70
TSC11	chr5	348460	-	51
AIM11	chr5	349210	-	13
PUP3	chr5	350242	-	99
PRS2	chr5	359830	-	19
AST2	chr5	362595	-	49
NUP157	chr5	372805	-	46
GLE2	chr5	375468	-	176
KAP123	chr5	382936	-	112
SWI4	chr5	386900	-	320
TMN3	chr5	390913	-	158
BOI2	chr5	394736	-	321
SLX8	chr5	396972	-	100
SHO1	chr5	399933	-	177
AVT6	chr5	401563	-	20
GLO3	chr5	405133	-	81
DSE1	chr5	409798	-	40
NSA2	chr5	414898	-	27
COM2	chr5	423071	-	96
YER134C	chr5	438030	-	40
YER137C	chr5	442024	-	20
RTR1	chr5	445602	-	103
MAG1	chr5	450320	-	28
UBP5	chr5	454488	-	9
FTR1	chr5	456038	-	42
SCC4	chr5	459141	-	43
PEA2	chr5	461803	-	77
UBP3	chr5	466773	-	93
YER152C	chr5	468275	-	31
PET122	chr5	469071	-	10
BEM2	chr5	477113	-	9
YER156C	chr5	478613	-	16
YER158C	chr5	485038	-	204
BUR6	chr5	486391	-	177
SPT2	chr5	494649	-	47
CCA1	chr5	516810	-	26
BRR2	chr5	530193	-	57
TMT1	chr5	534278	-	19
SLO1	chr5	545058	-	48
FAU1	chr5	547855	-	1
YER186C	chr5	556689	-	179
AGP3	chr6	17610	+	22
ZNF1	chr6	28844	+	16
SWP82	chr6	37427	+	4
RGD2	chr6	41041	+	8
FMP32	chr6	43425	+	18
FET5	chr6	49749	+	18
TUB2	chr6	56893	+	71
RPO41	chr6	59209	+	201
MIL1	chr6	65916	+	189
HAC1	chr6	75741	+	66
AGX1	chr6	77455	+	4
STE2	chr6	83178	+	30
BUD27	chr6	91600	+	14
GAT1	chr6	96833	+	-69
SMX2	chr6	104446	+	43
HSP12	chr6	107976	+	59
HXT10	chr6	113058	+	57
CDC4	chr6	116695	+	189
SMC1	chr6	120121	+	41
BLM10	chr6	124089	+	123
SEC4	chr6	130930	+	137
VTC2	chr6	132517	+	27
DEG1	chr6	148903	+	2
LOC1	chr6	150847	+	38
NIC96	chr6	151776	+	15
RPN11	chr6	155138	+	30
YFR006W	chr6	157878	+	38
YFH7	chr6	161050	+	20
FAR7	chr6	162294	+	16
GCN20	chr6	164188	+	72
UBP6	chr6	166758	+	82
IOC3	chr6	171607	+	56
FAB1	chr6	186622	+	7
CSS2	chr6	194716	+	124
ATG18	chr6	196821	+	94
ROG3	chr6	198649	+	287
ECO1	chr6	209431	+	63
PTR3	chr6	212887	+	64
MET10	chr6	215272	+	54
CDC26	chr6	228955	+	22
IRC5	chr6	231388	+	-6
SAP155	chr6	235950	+	294
KEG1	chr6	240412	+	48
YFR045W	chr6	243984	+	16
RMD8	chr6	248096	+	52
YMR31	chr6	250363	+	162
RPN12	chr6	254467	+	40
IRC7	chr6	266181	+	25
AQY3	chr6	23466	-	51
ALR2	chr6	36610	-	134
EMP47	chr6	40841	-	33
SEC53	chr6	45095	-	75
OTU1	chr6	46207	-	19
LAM5	chr6	48405	-	33
ACT1	chr6	55444	-	120
YPT1	chr6	56648	-	34
MOB2	chr6	64675	-	54
RPL22B	chr6	65602	-	42
RIM15	chr6	75223	-	168
CAK1	chr6	79828	-	39
CAF16	chr6	80863	-	22
GYP8	chr6	82532	-	-8
BST1	chr6	87939	-	77
EPL1	chr6	91287	-	314
FRS2	chr6	95874	-	59
LPD1	chr6	104010	-	93
GNA1	chr6	105213	-	-41
MDJ1	chr6	107048	-	25
IES1	chr6	110740	-	33
SPB4	chr6	148719	-	13
YPI1	chr6	154930	-	31
SAD1	chr6	157655	-	7
MIC19	chr6	169063	-	32
CMK1	chr6	175641	-	24
GSY1	chr6	178215	-	89
YFR016C	chr6	182572	-	94
IGD1	chr6	185056	-	86
YFR018C	chr6	186415	-	66
LSB3	chr6	205516	-	10
HIS2	chr6	206849	-	24
ULI1	chr6	208339	-	39
CDC14	chr6	212176	-	68
SMC2	chr6	222155	-	35
RPL2A	chr6	223471	-	39
RPL29	chr6	225807	-	356
QCR6	chr6	226889	-	106
PHO4	chr6	228007	-	35
RSC8	chr6	231194	-	6
OSW7	chr6	235675	-	129
ERJ5	chr6	240280	-	23
IRC6	chr6	241860	-	31
DUG1	chr6	243457	-	18
CNN1	chr6	246162	-	1
BNA6	chr6	247202	-	34
PRE4	chr6	251921	-	53
RET2	chr6	253858	-	53
HXK1	chr6	257155	-	104
COS12	chr7	9071	+	19
YGL262W	chr7	10929	+	684
ADH4	chr7	20976	+	498
ZRT1	chr7	27263	+	45
FZF1	chr7	28619	+	9
HXK2	chr7	30215	+	47
RMR1	chr7	38230	+	4
PDE1	chr7	41848	+	129
BRR6	chr7	43237	+	20
GUS1	chr7	45332	+	15
RTF1	chr7	47766	+	56
TAD1	chr7	49655	+	-24
KAP114	chr7	51748	+	22
DOC1	chr7	54937	+	1
CSE1	chr7	55873	+	3
ADE5,7	chr7	62807	+	18
SEC15	chr7	65436	+	29
TAN1	chr7	68396	+	22
SHE10	chr7	73887	+	54
VID30	chr7	75976	+	42
MTC3	chr7	79690	+	-5
VRG4	chr7	89117	+	41
BOL2	chr7	94671	+	-73
KIP3	chr7	96841	+	264
CLG1	chr7	99729	+	474
VAM7	chr7	103671	+	-17
NCS6	chr7	104711	+	23
YPT32	chr7	105979	+	35
MIG2	chr7	108042	+	38
SIP2	chr7	109542	+	18
SPT16	chr7	111101	+	93
POX1	chr7	120339	+	45
ARO8	chr7	134456	+	123
YIP4	chr7	142095	+	7
MDS3	chr7	143026	+	180
DSD1	chr7	148326	+	65
GCN1	chr7	149990	+	43
COX13	chr7	163270	+	28
GTS1	chr7	176337	+	53
ATG1	chr7	177989	+	560
MPT5	chr7	185385	+	441
BUD13	chr7	192995	+	17
NUP49	chr7	199082	+	32
ROK1	chr7	200778	+	26
SUA5	chr7	204414	+	59
CUP2	chr7	209522	+	21
SUT1	chr7	216404	+	148
AIM14	chr7	218938	+	37
YGL159W	chr7	221128	+	7
ARI1	chr7	227368	+	52
AMS1	chr7	228748	+	82
CDC43	chr7	232396	+	99
PEX14	chr7	234662	+	25
NUT1	chr7	235883	+	55
ARO2	chr7	244781	+	32
TIP20	chr7	248587	+	70
HUL5	chr7	256749	+	18
FLC3	chr7	263506	+	311
SEC27	chr7	267942	+	28
RPL1B	chr7	272678	+	64
PCL10	chr7	273646	+	118
ITC1	chr7	275607	+	201
CEG1	chr7	284204	+	42
SCS3	chr7	289071	+	27
MET13	chr7	290479	+	142
RPS2	chr7	295620	+	98
COQ8	chr7	302499	+	23
YGL117W	chr7	306510	+	82
CDC20	chr7	307748	+	141
SNF4	chr7	310006	+	107
YGL114W	chr7	311298	+	242
SLD3	chr7	313990	+	22
NSA1	chr7	318037	+	21
MLC1	chr7	324611	+	29
ARC1	chr7	325494	+	23
RPL28	chr7	329031	+	16
YGK1	chr7	330261	+	12
SEH1	chr7	331277	+	37
LSG1	chr7	332691	+	20
USE1	chr7	335378	+	44
SRM1	chr7	339820	+	42
TOS8	chr7	343356	+	38
SPC105	chr7	352903	+	38
NUP145	chr7	355868	+	93
LIF1	chr7	361208	+	32
YGL088W	chr7	363907	+	-150
MAD1	chr7	365108	+	-68
LCL3	chr7	367500	+	39
YGL082W	chr7	373660	+	90
MPC1	chr7	376527	+	32
KXD1	chr7	377339	+	28
HSF1	chr7	386600	+	76
AFT1	chr7	389410	+	525
MNP1	chr7	392963	+	47
NPY1	chr7	393936	+	88
SGF73	chr7	395357	+	175
PUS2	chr7	401321	+	256
PYC1	chr7	403078	+	41
YBP2	chr7	407858	+	130
PKP2	chr7	410111	+	35
RAD6	chr7	411852	+	57
OLE1	chr7	416478	+	62
TYW3	chr7	423655	+	23
ALG13	chr7	429367	+	87
RIM8	chr7	431950	+	54
DST1	chr7	435363	+	22
DPC13	chr7	436693	+	34
